courseid;id_kategorie;cely_nazev_kurzu;short_code_kurzu;zacatek_kurzu;konec_kurzu;nazev_kategorie;kod_kurzu;kod_ved_urednik;kod_urednik;mesto;misto_konani;popis_kurzu;multi_date_course;cas_kurzu;druh_kurzu;zamekkod;max_students;Pocet_studentu;Pocet_ostatnich;Pocet_uspesnych_dokonceni;Pocet_osvedceni_a_certifikatu;Pocet_osvedceni;Pocet_certifikatu;Kontaktni_osoba;
540;110;Místní poplatky v praxi obcí - Zákon o místních poplatcích;;21.04.2020 09:00;21.04.2020 17:00;Ústeckı kraj;MPZA;;;Ústí nad Labem-mìsto;Krajskı úøad Ústeckého kraje, Velká Hradební 3118/48, Ústí nad Labem, zasedací sál è. 208;;;8;neakreditovanı kurz;NE;;2;2;0;0;0;0;Mgr. Jan Mareš ;
808;110;Stavební zákon v praxi územních samosprávnıch celkù;;10.09.2020 09:00;10.09.2020 17:00;Ústeckı kraj;SZVP;AK/VE-255/2019;AK/PV-400/2019;Chomutov (okres Chomutov);Magistrát Statutárního mìsta Chomutov, nám. 1. Máje, 430 01 Chomutov, zasedací sál zastupitelstva mìsta è. 13;;;8;akreditovanı kurz;NE;;29;2;0;28;27;1;Mgr. Jan Mareš ;
809;110;Úøední deska pøehlednì a v pøíkladech;;01.10.2020 09:00;01.10.2020 17:00;Ústeckı kraj;ÚDPP;AK/VE-324/2019;AK/PV-514/2019;Chomutov (okres Chomutov);Magistrát Statutárního mìsta Chomutov, Zborovská 4602, 430 01 Chomutov, zasedací sál è. 18;;;6;akreditovanı kurz;NE;;21;2;14;17;16;1;Mgr. Jan Mareš ;
810;110;Støet zájmù a podjatost ve veøejné správì;;10.11.2020 09:00;10.11.2020 16:00;Ústeckı kraj;SZAP;AK/VE-166/2019;AK/PV-286/2019;Chomutov (okres Chomutov);Magistrát Statutárního mìsta Chomutov, Zborovská 4602, 430 01 Chomutov, zasedací sál è. 18;;;7;akreditovanı kurz;NE;;42;2;0;0;0;0;Mgr. Jan Mareš ;
811;110;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;20.10.2020 09:00;20.10.2020 17:00;Ústeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Litomìøice (okres Litomìøice);Mìsto Litomìøice, Mírové námìstí 15/7 ;;;8;akreditovanı kurz;NE;;4;2;0;0;0;0;Mgr. Jan Mareš ;
812;110;Hospodaøení a nakládání s majetkem obce;;22.09.2020 09:00;22.09.2020 17:00;Ústeckı kraj;HNMO;AK/VE-131/2019;AK/PV-218/2019;Ústí nad Labem-mìsto;Støední prùmyslová škola Ústí nad Labem,  STØEDISKO STØÍBRNÍKY,   Vıstupní 3219/2, PSÈ 400 11;;;8;akreditovanı kurz;NE;;9;2;5;5;5;0;Mgr. Jan Mareš ;
813;110;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul 1/2;;15.10.2020 09:00;15.10.2020 17:00;Ústeckı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Litomìøice (okres Litomìøice);Mìsto Litomìøice, Mírové námìstí 15/7 ;;SRZM102020;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Jan Mareš ;
814;110;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul 2/2;;22.10.2020 09:00;22.10.2020 17:00;Ústeckı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Litomìøice (okres Litomìøice);Mìsto Litomìøice, Mírové námìstí 15/7 ;;SRZM102020;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Jan Mareš ;
815;110;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;08.09.2020 09:00;08.09.2020 17:00;Ústeckı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Ústí nad Labem-mìsto;Krajskı úøad Ústeckého kraje, Velká Hradební 3118/48, zasedací sál è. 208;;;8;akreditovanı kurz;NE;;50;2;0;42;42;0;Mgr. Jan Mareš ;
816;110;Místní poplatky v praxi obcí - Zákon o místních poplatcích;;13.10.2020 09:00;13.10.2020 17:00;Ústeckı kraj;MPZA;;;Ústí nad Labem-mìsto;Krajskı úøad Ústeckého kraje, Velká Hradební 3118/48, zasedací sál è. 208;;;8;neakreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Jan Mareš ;
967;110;Èeština v úøední praxi;;16.10.2020 09:00;16.10.2020 17:00;Ústeckı kraj;CJUP;AK/VE-66/2020;AK/PV-106/2020;Ústí nad Labem-mìsto;Krajskı úøad Ústeckého kraje, Velká hradební 3118/48, 400 02 Ústí nad Labem-mìsto;;;6;akreditovanı kurz;NE;;20;2;0;0;0;0;Mgr. Jan Mareš ;
974;110;Archivnictví a spisová sluba územních samosprávnıch celkù;;03.12.2020 09:00;03.12.2020 17:00;Ústeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Chomutov (okres Chomutov);Magistrát Statutárního mìsta Chomutov, Zborovská 4602, 430 01 Chomutov, zasedací sál è. 18;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Jan Mareš ;
975;110;Archivnictví a spisová sluba územních samosprávnıch celkù;;15.12.2020 09:00;15.12.2020 17:00;Ústeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Chomutov (okres Chomutov);Magistrát Statutárního mìsta Chomutov, Zborovská 4602, 430 01 Chomutov, zasedací sál è. 18;;;8;akreditovanı kurz;NE;;1;2;0;0;0;0;Mgr. Jan Mareš ;
976;110;Zákon è. 312/2002 Sb., o úøednících územních samosprávnıch celkù;;26.11.2020 09:00;26.11.2020 17:00;Ústeckı kraj;ZOUR;AK/VE-265/2019;AK/PV-415/2019;;;;;8;akreditovanı kurz;ANO;;1;0;0;0;0;0; / ;
977;110;Pracovnì právní agenda obcí a úloha personalisty územního samosprávného celku;;21.01.2021 09:00;21.01.2021 17:00;Ústeckı kraj;PPAP;AK/VE-120/2020;AK/PV-182/2020;Chomutov (okres Chomutov);;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Mgr. Jan Mareš ;
978;110;Praktická realizace vıbìrovıch øízení v kontextu zákona è. 312/2002 Sb., o úøednících územních samosprávnıch celkù a o zmìnì nìkterıch zákonù;;11.02.2021 09:00;11.02.2021 17:00;Ústeckı kraj;PRUU;AK/VE-119/2020;AK/PV-181/2020;Chomutov (okres Chomutov);;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Mgr. Jan Mareš ;
1252;110;Prùvodce veøejnımi zakázkami – Úvod do problematiky zadávání veøejnıch zakázek;;04.04.2019 09:00;04.04.2019 17:00;Ústeckı kraj;VZUP;AK/VE-82/2019;AK/PV-137/2019;Ústí nad Labem-mìsto;;;;8;akreditovanı kurz;NE;;26;1;26;0;0;0; / ;
1293;110;Právo na informace podle zákona o svobodném pøístupu k informacím v praxi obcí;;14.05.2019 09:00;14.05.2019 17:00;Ústeckı kraj;;;;Chomutov (okres Chomutov);;;19.01.642403 20:38;8;akreditovanı kurz;NE;;31;1;31;0;0;0; / ;
1294;110;Právo na informace podle zákona o svobodném pøístupu k informacím v praxi obcí;;06.06.2019 09:00;06.06.2019 17:00;Ústeckı kraj;;;;Chomutov (okres Chomutov);;;19.01.642403 20:38;8;akreditovanı kurz;NE;;31;0;0;0;0;0; / ;
1307;110;Správní øád od A do Z – Vady øízení;;28.05.2019 09:00;28.05.2019 17:00;Ústeckı kraj;SRVØ;AK/VE-96/2019;AK/PV-159/2019;Ústí nad Labem-mìsto;;;;8;akreditovanı kurz;NE;;53;1;53;0;0;0; / ;
1309;110;Finanèní kontrola ve veøejné správì;;28.05.2019 09:00;28.05.2019 17:00;Ústeckı kraj;FKVS;AK/VE-110/2019;AK/PV-186/2019;Chomutov (okres Chomutov);;;;8;akreditovanı kurz;NE;;22;1;22;0;0;0; / ;
1334;110;Prùvodce veøejnımi zakázkami – Praktická aplikace institutù zákona o zadávání veøejnıch zakázek;;06.06.2019 09:00;06.06.2019 17:00;Ústeckı kraj;VZAI;AK/VE-83/2019;AK/PV-138/2019;Ústí nad Labem-mìsto;;;;8;akreditovanı kurz;NE;;31;1;31;0;0;0; / ;
1337;110;Hospodaøení obcí - rozpoèet a finanèní kontrola;;07.06.2019 09:00;07.06.2019 17:00;Ústeckı kraj;HORF;AK/VE-134/2019;AK/PV-221/2019;Chomutov (okres Chomutov);;;;7;akreditovanı kurz;NE;;13;1;13;0;0;0; / ;
1347;110;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;17.06.2019 09:00;17.06.2019 17:00;Ústeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Ústí nad Labem-mìsto;;;;8;akreditovanı kurz;NE;;15;1;15;0;0;0; / ;
1358;110;Finanèní kontrola ve veøejné správì;;25.06.2019 09:00;25.06.2019 17:00;Ústeckı kraj;FKVS;AK/VE-110/2019;AK/PV-186/2019;Ústí nad Labem-mìsto;;;;8;akreditovanı kurz;NE;;34;1;34;0;0;0; / ;
1383;110;Hospodaøení a nakládání s majetkem obce;;12.09.2019 09:00;12.09.2019 17:00;Ústeckı kraj;HNMO;AK/VE-131/2019;AK/PV-218/2019;Chomutov (okres Chomutov);;;;8;akreditovanı kurz;NE;;18;1;18;0;0;0; / ;
1397;110;Správní øád od A do Z - Doruèování;;19.09.2019 09:00;19.09.2019 17:00;Ústeckı kraj;SRDO;AK/VE-93/2019;AK/PV-155/2019;Chomutov (okres Chomutov);;;;8;akreditovanı kurz;NE;;19;1;19;0;0;0; / ;
1434;110;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – zvláštní èást;;03.12.2019 09:00;03.12.2019 17:00;Ústeckı kraj;MPZÈ;AK/VE-326/2019;AK/PV-518/2019;Ústí nad Labem-mìsto;;;;8;akreditovanı kurz;NE;;19;1;19;0;0;0; / ;
1449;110;Prùvodce veøejnımi zakázkami - Nastavení interního procesu zadavatele;;05.11.2019 09:00;05.11.2019 17:00;Ústeckı kraj;VZIP;AK/VE-84/2019;AK/PV-139/2019;Ústí nad Labem-mìsto;;;;8;akreditovanı kurz;NE;;19;1;19;0;0;0; / ;
1452;110;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – obecná èást;;07.11.2019 09:00;07.11.2019 17:00;Ústeckı kraj;MPOÈ;AK/VE-327/2019;AK/PV-519/2019;Chomutov (okres Chomutov);;;;8;akreditovanı kurz;NE;;17;1;17;0;0;0; / ;
1460;110;Archivnictví a spisová sluba územních samosprávnıch celkù;;10.10.2019 09:00;10.10.2019 17:00;Ústeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Chomutov (okres Chomutov);;;;8;akreditovanı kurz;NE;;24;1;24;0;0;0; / ;
1480;110;Správní øád od A do Z – Opravné prostøedky;;19.11.2019 09:00;19.11.2019 17:00;Ústeckı kraj;SROP;AK/VE-105/2019;AK/PV-172/2019;Ústí nad Labem-mìsto;;;;8;akreditovanı kurz;NE;;42;0;42;0;0;0; / ;
1485;110;Správní øád od A do Z – Vady øízení;;21.11.2019 09:00;21.11.2019 17:00;Ústeckı kraj;SRVØ;AK/VE-96/2019;AK/PV-159/2019;Chomutov (okres Chomutov);;;;8;akreditovanı kurz;NE;;15;0;15;0;0;0; / ;
1503;110;Prùvodce veøejnımi zakázkami – Odpovìdné veøejné zadávání;;22.10.2019 09:00;22.10.2019 17:00;Ústeckı kraj;;;;Ústí nad Labem-mìsto;;;;8;;NE;;13;0;13;0;0;0; / ;
454;111;Archivnictví a spisová sluba územních samosprávnıch celkù;;07.04.2020 09:00;07.04.2020 17:00;Zlinskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Valašské Meziøíèí (okres Vsetín);;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Bc. Jan Michael Ritter ;
456;111;Finanèní kontrola ve veøejné správì;;23.04.2020 09:00;23.04.2020 17:00;Zlinskı kraj;FKVS;AK/VE-110/2019;AK/PV-186/2019;Zlín (okres Zlín);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Bc. Jan Michael Ritter ;
457;111;Aplikace zákona o registru smluv v praxi územních samosprávnıch celkù;;25.06.2020 09:00;25.06.2020 17:00;Zlinskı kraj;AZRS;AK/VE-320/2019;AK/PV-506/2019;Valašské Meziøíèí (okres Vsetín);;;;8;akreditovanı kurz;NE;;1;2;0;1;1;0;Bc. Jan Michael Ritter ;
473;111;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul 1/2;;05.03.2020 09:00;05.03.2020 17:00;Zlinskı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Valašské Meziøíèí (okres Vsetín);;;EUSLX10052020;8;akreditovanı kurz;ANO;;43;2;1;0;0;0;Bc. Jan Michael Ritter ;
475;111;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul;;25.06.2020 08:30;25.06.2020 16:30;Zlinskı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Valašské Meziøíèí (okres Vsetín);;;EUSLX10052020;8;akreditovanı kurz;ANO;;43;2;0;42;26;16;Bc. Jan Michael Ritter ;
742;111;Aplikace zákona o registru smluv v praxi územních samosprávnıch celkù;;18.06.2020 09:00;18.06.2020 17:00;Zlinskı kraj;AZRS;AK/VE-320/2019;AK/PV-506/2019;Valašské Meziøíèí (okres Vsetín);Mìstskı úøad Valašské Meziøíèí, Soudní 1221;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Bc. Jan Michael Ritter ;
906;111;Aplikace zákona o registru smluv v praxi územních samosprávnıch celkù;;08.10.2020 09:00;08.10.2020 17:00;Zlinskı kraj;AZRS;AK/VE-320/2019;AK/PV-506/2019;Valašské Meziøíèí (okres Vsetín);Mìstskı úøad Valašské Meziøíèí, Soudní 1221;;;8;akreditovanı kurz;ANO;;42;2;0;0;0;0;Bc. Jan Michael Ritter ;
907;111;Archivnictví a spisová sluba územních samosprávnıch celkù;;19.11.2020 09:00;19.11.2020 17:00;Zlinskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Valašské Meziøíèí (okres Vsetín);Mìstskı úøad Valašské Meziøíèí, Soudní 1221;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Bc. Jan Michael Ritter ;
921;111;Stavební zákon v praxi územních samosprávnıch celkù;;06.10.2020 09:00;06.10.2020 17:00;Zlinskı kraj;SZVP;AK/VE-255/2019;AK/PV-400/2019;Zlín (okres Zlín);Krajskı úøad Zlínského kraje, tøída Tomáše Bati 21;;;8;akreditovanı kurz;ANO;;0;3;0;0;0;0;Bc. Jan Michael Ritter ;
935;111;Finanèní kontrola ve veøejné správì;;04.11.2020 09:00;04.11.2020 17:00;Zlinskı kraj;FKVS;AK/VE-110/2019;AK/PV-186/2019;Zlín (okres Zlín);Krajskı úøad Zlínského kraje, tøída Tomáše Bati 21;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Bc. Jan Michael Ritter ;
936;111;Aplikace zákona o registru smluv v praxi územních samosprávnıch celkù;;24.11.2020 09:00;24.11.2020 17:00;Zlinskı kraj;AZRS;AK/VE-320/2019;AK/PV-506/2019;Zlín (okres Zlín);Krajskı úøad Zlínského kraje, tøída Tomáše Bati 21;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Bc. Jan Michael Ritter ;
970;111;Správní øád od A do Z – Vady øízení;;15.10.2020 09:00;15.10.2020 17:00;Zlinskı kraj;SRVØ;AK/VE-96/2019;AK/PV-159/2019;Zlín (okres Zlín);14|15 Baùv institut, Vavreèkova 7040;;;8;akreditovanı kurz;NE;80;0;2;0;0;0;0;Bc. Jan Michael Ritter ;
1327;111;Pracovnì právní agenda obcí;;04.06.2019 09:00;04.06.2019 15:00;Zlinskı kraj;PPAO;AK/VE-149/2019;AK/PV-239/2019;Luhaèovice (okres Zlín);;;;6;akreditovanı kurz;NE;;95;1;95;0;0;0; / ;
1457;111;Hospodaøení obcí - rozpoèet a finanèní kontrola;;09.10.2019 09:00;09.10.2019 17:00;Zlinskı kraj;HORF;AK/VE-134/2019;AK/PV-221/2019;Zlín (okres Zlín);;;;7;akreditovanı kurz;NE;;51;1;51;0;0;0; / ;
1500;111;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;21.10.2019 09:00;21.10.2019 17:00;Zlinskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Valašské Meziøíèí (okres Vsetín);;;;8;akreditovanı kurz;NE;;44;1;44;0;0;0; / ;
379;112;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;31.03.2020 09:00;31.03.2020 17:00;Plzeòskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Plzeò (okres Plzeò);;;;8;akreditovanı kurz;NE;;23;2;0;0;0;0;Mgr. Petr Kuš ;
384;112;Zákon è. 312/2002 Sb., o úøednících územních samosprávnıch celkù;;07.04.2020 09:00;07.04.2020 17:00;Plzeòskı kraj;ZOUR;AK/VE-265/2019;AK/PV-415/2019;Plzeò (okres Plzeò);;;;8;akreditovanı kurz;NE;;0;1;0;0;0;0;Mgr. Petr Kuš ;
386;112;Archivnictví a spisová sluba územních samosprávnıch celkù;;14.04.2020 09:00;14.04.2020 17:00;Plzeòskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Plzeò (okres Plzeò);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
396;112;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;12.05.2020 09:00;12.05.2020 17:00;Plzeòskı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Plzeò (okres Plzeò);;;;8;akreditovanı kurz;NE;;0;1;0;0;0;0;Mgr. Petr Kuš ;
409;112;Prùvodce veøejnımi zakázkami – Úvod do problematiky zadávání veøejnıch zakázek;;26.05.2020 09:00;26.05.2020 17:00;Plzeòskı kraj;VZUP;AK/VE-82/2019;AK/PV-137/2019;Plzeò (okres Plzeò);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
418;112;Ochrana ivotního prostøedí na úrovni obcí;;09.06.2020 09:00;09.06.2020 17:00;Plzeòskı kraj;OZPO;AK/VE-224/2019;AK/PV-363/2019;Plzeò (okres Plzeò);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
423;112;Prùvodce veøejnımi zakázkami – praxe pøi zadávání veøejné zakázky;;15.09.2020 09:00;15.09.2020 17:00;Plzeòskı kraj;VZPZ;AK/VE-81/2019;AK/PV-136/2019;Plzeò (okres Plzeò);Úøad mìstského obvodu Plzeò 3, sady Pìtatøicátníkù 7,9, zasedací místnost zastupitelstva v podkroví ;;;8;akreditovanı kurz;NE;;10;2;7;8;7;1;Mgr. Petr Kuš ;
430;112;Elektronizace veøejné správy;;03.11.2020 09:00;03.11.2020 17:00;Plzeòskı kraj;ELVS;AK/VE-291/2019;AK/PV-461/2019;Plzeò (okres Plzeò);;;;8;akreditovanı kurz;NE;;9;2;0;0;0;0;Mgr. Petr Kuš ;
432;112;Stavební zákon v praxi územních samosprávnıch celkù;;10.11.2020 09:00;10.11.2020 17:00;Plzeòskı kraj;SZVP;AK/VE-255/2019;AK/PV-400/2019;Plzeò (okres Plzeò);;;;8;akreditovanı kurz;NE;;10;2;0;0;0;0;Mgr. Petr Kuš ;
434;112;Úøední deska pøehlednì a v pøíkladech;;01.12.2020 09:00;01.12.2020 15:00;Plzeòskı kraj;ÚDPP;AK/VE-324/2019;AK/PV-514/2019;Plzeò (okres Plzeò);;;;6;akreditovanı kurz;NE;;5;2;0;0;0;0;Mgr. Petr Kuš ;
487;112;Základní principy fungování obce;;12.11.2020 09:00;12.11.2020 17:00;Plzeòskı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Plzeò (okres Plzeò);;;12CMZHU10052020;16;akreditovanı kurz;NE;;11;1;0;0;0;0;Mgr. Petr Kuš ;
488;112;Základní principy fungování obce;;13.10.2020 09:00;13.10.2020 17:00;Plzeòskı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Plzeò (okres Plzeò);;;12CMZHU10052020;16;akreditovanı kurz;NE;;11;2;0;0;0;0;Mgr. Petr Kuš ;
491;112;Rozpoètové hospodaøení obcí;;03.03.2020 09:00;03.03.2020 17:00;Plzeòskı kraj;ROHO;AK/VE-226/2019;AK/PV-365/2019;Plzeò (okres Plzeò);;;;8;akreditovanı kurz;NE;;31;1;1;0;0;0;Mgr. Petr Kuš ;
558;112;Finanèní kontrola ve veøejné správì;;02.06.2020 09:00;02.06.2020 17:00;Plzeòskı kraj;FKVS;AK/VE-110/2019;AK/PV-186/2019;Plzeò 3;Úøad mìstského obvodu Plzeò 3, sady Pìtatøicátníkù 7,9, 305 83 Plzeò;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
562;112;Ochrana ivotního prostøedí na úrovni obcí;;09.06.2020 09:00;09.06.2020 17:00;Plzeòskı kraj;OZPO;AK/VE-224/2019;AK/PV-363/2019;Plzeò 3; Úøad mìstského obvodu Plzeò 3, sady Pìtatøicátníkù 7,9, 305 83 Plzeò;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
732;112;Zákon è. 312/2002 Sb., o úøednících územních samosprávnıch celkù;;02.06.2020 09:00;02.06.2020 17:00;Plzeòskı kraj;ZOUR;AK/VE-265/2019;AK/PV-415/2019;Plzeò 3;Úøad mìstského obvodu Plzeò 3, sady Pìtatøicátníkù 7,9, zasedací místnost zastupitelstva v podkroví ;;;8;akreditovanı kurz;NE;;14;2;0;13;11;2;Mgr. Petr Kuš ;
734;112;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;09.06.2020 09:00;09.06.2020 17:00;Plzeòskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Plzeò 3;Úøad mìstského obvodu Plzeò 3, sady Pìtatøicátníkù 7,9, zasedací místnost zastupitelstva v podkroví ;;;8;akreditovanı kurz;NE;;27;2;0;26;25;1;Mgr. Petr Kuš ;
788;112;Finanèní kontrola ve veøejné správì;;26.09.2019 09:00;26.09.2020 17:00;Plzeòskı kraj;FKVS;AK/VE-110/2019;AK/PV-186/2019;;;;;8;akreditovanı kurz;NE;;1;0;0;1;1;0; / ;
846;112;Pracovnì právní agenda obcí;;06.10.2020 09:00;06.10.2020 15:00;Plzeòskı kraj;PPAO;AK/VE-149/2019;AK/PV-239/2019;Plzeò 3;Úøad mìstského obvodu Plzeò 3, sady Pìtatøicátníkù 7,9, zasedací místnost zastupitelstva v podkroví ;;;6;akreditovanı kurz;NE;;3;2;0;0;0;0;Mgr. Petr Kuš ;
849;112;Aplikace zákona o registru smluv v praxi územních samosprávnıch celkù;;08.12.2020 09:00;08.12.2020 17:00;Plzeòskı kraj;AZRS;AK/VE-320/2019;AK/PV-506/2019;Plzeò 3;Úøad mìstského obvodu Plzeò 3, sady Pìtatøicátníkù 7,9, zasedací místnost zastupitelstva v podkroví ;;;8;akreditovanı kurz;NE;;4;2;0;0;0;0;Mgr. Petr Kuš ;
861;112;Prùvodce veøejnımi zakázkami – praxe pøi zadávání veøejné zakázky;;13.10.2020 09:00;13.10.2020 17:00;Plzeòskı kraj;VZPZ;AK/VE-81/2019;AK/PV-136/2019;Planá (okres Tachov);Mìstskı úøad Planá, námìstí Svobody 1;;;8;akreditovanı kurz;NE;;14;2;0;0;0;0;Mgr. Petr Kuš ;
885;112;Hodnocení a odmìòování zamìstnancù v podmínkách územních samosprávnıch celkù;;17.12.2020 09:00;17.12.2020 17:00;Plzeòskı kraj;HOOZ;AK/VE-140/2020;AK/PV-209/2020;Plzeò 3;Úøad mìstského obvodu Plzeò 3, sady Pìtatøicátníkù 7,9, zasedací místnost zastupitelstva v podkroví ;;;8;akreditovanı kurz;NE;;4;2;0;0;0;0;Mgr. Petr Kuš ;
1391;112;Základní principy fungování obce;;17.09.2019 09:00;17.09.2019 17:00;Plzeòskı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Plzeò 1;;;20.01.642403 22:47;8;akreditovanı kurz;NE;;17;0;17;0;0;0; / ;
1392;112;Základní principy fungování obce;;17.10.2019 09:00;17.10.2019 17:00;Plzeòskı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Plzeò 1;;;20.01.642403 22:47;8;akreditovanı kurz;NE;;18;0;0;0;0;0; / ;
1396;112;Správní øád od A do Z – Vady øízení;;19.09.2019 09:00;19.09.2019 17:00;Plzeòskı kraj;SRVØ;AK/VE-96/2019;AK/PV-159/2019;Plzeò 1;;;;8;akreditovanı kurz;NE;;40;1;40;0;0;0; / ;
1418;112;Prùvodce veøejnımi zakázkami – Úvod do problematiky zadávání veøejnıch zakázek;;24.09.2019 09:00;24.09.2019 17:00;Plzeòskı kraj;VZUP;AK/VE-82/2019;AK/PV-137/2019;Planá (okres Tachov);;;;8;akreditovanı kurz;NE;;11;1;11;0;0;0; / ;
1420;112;Finanèní kontrola ve veøejné správì;;26.09.2019 09:00;26.09.2019 17:00;Plzeòskı kraj;FKVS;AK/VE-110/2019;AK/PV-186/2019;Plzeò 1;;;;8;akreditovanı kurz;NE;;45;1;45;0;0;0; / ;
1426;112;Støet zájmù a podjatost ve veøejné správì;;03.10.2019 09:00;03.10.2019 17:00;Plzeòskı kraj;SZAP;AK/VE-166/2019;AK/PV-286/2019;Plzeò 1;;;;7;akreditovanı kurz;NE;;15;1;15;0;0;0; / ;
1473;112;Prùvodce veøejnımi zakázkami – Praktická aplikace institutù zákona o zadávání veøejnıch zakázek;;14.11.2019 09:00;14.11.2019 17:00;Plzeòskı kraj;VZAI;AK/VE-83/2019;AK/PV-138/2019;Plzeò 1;;;;8;akreditovanı kurz;NE;;44;0;44;0;0;0; / ;
1482;112;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – obecná èást;;21.11.2019 09:00;21.11.2019 17:00;Plzeòskı kraj;MPOÈ;AK/VE-327/2019;AK/PV-519/2019;Plzeò 1;;;;8;akreditovanı kurz;NE;;29;0;29;0;0;0; / ;
1509;112;Právo na informace podle zákona o svobodném pøístupu k informacím v praxi obcí;;24.10.2019 09:00;24.10.2019 17:00;Plzeòskı kraj;;;;Plzeò 1;;;31.01.642403 00:56;8;akreditovanı kurz;NE;;44;2;44;0;0;0; / ;
1510;112;Právo na informace podle zákona o svobodném pøístupu k informacím v praxi obcí;;31.10.2019 09:00;31.10.2019 17:00;Plzeòskı kraj;;;;Plzeò 1;;;31.01.642403 00:56;8;akreditovanı kurz;NE;;45;0;0;0;0;0; / ;
1553;112;Hazardní hry z pohledu obcí – Práva a povinnosti obcí v oblasti hazardních her;;12.12.2019 09:00;12.12.2019 17:00;Plzeòskı kraj;;;;Plzeò 1;;;;;;NE;;0;0;0;0;0;0; / ;
671;114;Test odhlašování;;03.03.2021 09:00;19.03.2021 17:00;kos;SRDO;AK/VE-93/2019;AK/PV-155/2019;;;;;8;akreditovanı kurz;NE;;3;0;0;0;0;0; / ;
492;124;Elektronická komunikace ve veøejnıch zakázkách;E-LEA-EKVZ;29.03.2021 09:00;29.03.2021 17:00;E–LEARNING;E-LEA-EKVZ;AK/VE-110/2020;AK/PV-168/2020;;;;;28;akreditovanı kurz;NE;;326;0;119;255;237;18; / ;
497;124;Judikatura ke správnímu øádu v praxi obcí a krajù;E-LEA-JSRP;29.03.2021 09:00;29.03.2021 17:00;E–LEARNING;E-LEA-JSØP;AK/VE-109/2020;AK/PV-167/2020;;;;;20;akreditovanı kurz;NE;;575;0;288;473;457;16; / ;
